start:5 startEnnemies:0endEnnemies:332,3,-1.0,1.0
start:20 startEnnemies:21endEnnemies:21,8,1.0,1.0
start:3 startEnnemies:11endEnnemies:11,2,-2.0,0.99
start:3 startEnnemies:11endEnnemies:11,1,0.0,0.99
start:2 startEnnemies:187endEnnemies:192,1,-1.0,1.0
start:78 startEnnemies:0endEnnemies:58,67,-1.0,1.0
start:61 startEnnemies:13endEnnemies:33,36,1.0,1.0
start:78 startEnnemies:0endEnnemies:53,6,0.0,0.99
start:16 startEnnemies:1endEnnemies:14,10,-1.0,1.0
start:16 startEnnemies:1endEnnemies:14,1,2.0,0.99
start:78 startEnnemies:0endEnnemies:51,10,-1.0,1.0
start:3 startEnnemies:0endEnnemies:113,2,0.0,0.99
start:3 startEnnemies:0endEnnemies:113,1,1.0,1.0
start:25 startEnnemies:49endEnnemies:49,10,-1.0,1.0
start:4 startEnnemies:23endEnnemies:8,1,-1.0,1.0
start:37 startEnnemies:0endEnnemies:33,13,1.0,1.0
start:7 startEnnemies:5endEnnemies:86,2,1.0,1.0
start:37 startEnnemies:0endEnnemies:31,12,1.0,1.0
start:37 startEnnemies:0endEnnemies:37,26,-1.0,1.0
start:7 startEnnemies:71endEnnemies:95,2,-1.0,1.0
start:16 startEnnemies:1endEnnemies:13,9,3.9701000000000004,0.9702989999999999
start:3 startEnnemies:101endEnnemies:103,2,0.0,0.99
start:16 startEnnemies:1endEnnemies:10,7,-1.0,1.0
start:8 startEnnemies:1endEnnemies:143,4,-1.0,1.0
start:3 startEnnemies:0endEnnemies:117,2,1.0,1.0
start:8 startEnnemies:1endEnnemies:144,7,-1.0,1.0
start:167 startEnnemies:1endEnnemies:2,164,2.0,0.99
start:167 startEnnemies:1endEnnemies:3,58,1.0,1.0
start:62 startEnnemies:0endEnnemies:106,38,-1.0,1.0
start:4 startEnnemies:6endEnnemies:20,3,-1.0,1.0
start:4 startEnnemies:6endEnnemies:21,2,0.0,0.99
start:4 startEnnemies:6endEnnemies:21,3,1.0,1.0
start:4 startEnnemies:6endEnnemies:26,3,-1.0,1.0
start:71 startEnnemies:7endEnnemies:7,70,1.0,1.0
start:2 startEnnemies:38endEnnemies:38,1,0.029900000000000038,0.9702989999999999
start:2 startEnnemies:38endEnnemies:37,1,-1.0,1.0
start:4 startEnnemies:6endEnnemies:28,1,1.0,1.0
start:62 startEnnemies:0endEnnemies:108,55,1.0,1.0
start:119 startEnnemies:1endEnnemies:7,34,1.0,1.0
start:3 startEnnemies:23endEnnemies:59,1,-1.0,1.0
start:4 startEnnemies:24endEnnemies:51,3,1.0,1.0
start:119 startEnnemies:1endEnnemies:2,59,2.0,0.99
start:3 startEnnemies:23endEnnemies:53,2,-1.0,1.0
start:12 startEnnemies:91endEnnemies:91,1,1.0,1.0
start:10 startEnnemies:29endEnnemies:52,7,-1.0,1.0
start:40 startEnnemies:2endEnnemies:21,25,-1.0,1.0
start:10 startEnnemies:3endEnnemies:17,6,0.0,0.99
start:10 startEnnemies:3endEnnemies:14,2,-2.0,0.99
start:10 startEnnemies:3endEnnemies:14,5,1.0,1.0
start:10 startEnnemies:3endEnnemies:15,5,1.0,1.0
start:10 startEnnemies:3endEnnemies:12,5,2.0,0.99
start:16 startEnnemies:1endEnnemies:18,3,-1.0,1.0
start:400 startEnnemies:0endEnnemies:46,72,1.0,1.0
start:10 startEnnemies:3endEnnemies:11,5,-1.0,1.0
start:10 startEnnemies:3endEnnemies:11,2,1.0,1.0
start:2 startEnnemies:0endEnnemies:194,1,-1.0,1.0
start:2 startEnnemies:78endEnnemies:58,1,-1.0,1.0
start:36 startEnnemies:6endEnnemies:56,17,-1.0,1.0
start:35 startEnnemies:1endEnnemies:8,25,-1.0,1.0
start:35 startEnnemies:1endEnnemies:8,15,1.0,1.0
start:4 startEnnemies:4endEnnemies:27,2,-1.0,1.0
start:36 startEnnemies:0endEnnemies:0,26,5.90099501,0.9509900498999999
start:29 startEnnemies:19endEnnemies:21,18,1.0,1.0
start:36 startEnnemies:0endEnnemies:3,3,0.029900000000000038,0.9702989999999999
start:36 startEnnemies:0endEnnemies:3,7,0.00990000000000002,0.9702989999999999
start:36 startEnnemies:0endEnnemies:3,6,-1.0,1.0
start:36 startEnnemies:0endEnnemies:3,26,-1.0,1.0
start:36 startEnnemies:0endEnnemies:3,19,0.0,0.99
start:36 startEnnemies:0endEnnemies:3,32,-1.0,1.0
start:36 startEnnemies:0endEnnemies:3,31,-1.0,1.0
start:4 startEnnemies:60endEnnemies:75,1,1.0,1.0
start:8 startEnnemies:1endEnnemies:14,3,-1.0,1.0
start:8 startEnnemies:1endEnnemies:14,1,1.01,0.9801
start:8 startEnnemies:1endEnnemies:15,6,-1.0,1.0
start:8 startEnnemies:1endEnnemies:15,2,4.881399861394009,0.92274469442792
start:61 startEnnemies:0endEnnemies:139,15,-1.0,1.0
start:8 startEnnemies:1endEnnemies:17,1,0.0,0.99
start:8 startEnnemies:1endEnnemies:17,7,-1.0,1.0
start:8 startEnnemies:1endEnnemies:10,6,-2.0,0.99
start:8 startEnnemies:1endEnnemies:10,5,0.0,0.99
start:8 startEnnemies:1endEnnemies:10,1,-1.0,1.0
start:8 startEnnemies:1endEnnemies:10,2,0.0,0.99
start:8 startEnnemies:1endEnnemies:10,7,-1.0,1.0
start:8 startEnnemies:1endEnnemies:10,3,-1.0,1.0
start:8 startEnnemies:1endEnnemies:11,3,-1.0,1.0
start:8 startEnnemies:1endEnnemies:11,5,-0.9403989999999999,0.96059601
start:8 startEnnemies:1endEnnemies:11,6,-1.0,1.0
start:8 startEnnemies:1endEnnemies:11,1,-1.0,1.0
start:8 startEnnemies:1endEnnemies:11,2,-1.0,1.0
start:8 startEnnemies:1endEnnemies:12,3,-1.0,1.0
start:8 startEnnemies:1endEnnemies:12,1,-0.99,0.9801
start:8 startEnnemies:1endEnnemies:12,6,-1.0,1.0
start:8 startEnnemies:1endEnnemies:13,3,0.0,0.99
start:8 startEnnemies:1endEnnemies:13,7,0.029900000000000038,0.9702989999999999
start:8 startEnnemies:1endEnnemies:13,1,-1.0,1.0
start:2 startEnnemies:7endEnnemies:28,1,0.039204990000000106,0.9509900498999999
start:6 startEnnemies:2endEnnemies:72,2,-1.0,1.0
start:8 startEnnemies:1endEnnemies:18,6,-1.0,1.0
start:8 startEnnemies:1endEnnemies:18,7,1.0,1.0
start:8 startEnnemies:1endEnnemies:19,2,0.0,0.99
start:8 startEnnemies:1endEnnemies:19,3,0.0,0.99
start:8 startEnnemies:1endEnnemies:19,1,1.01,0.9801
start:2 startEnnemies:1endEnnemies:23,1,-2.6263156996174537,0.8687458127689781
start:2 startEnnemies:1endEnnemies:22,1,11.014164535871148,0.8600583546412883
start:2 startEnnemies:1endEnnemies:21,1,4.146341562141004,0.8097278682212583
start:2 startEnnemies:1endEnnemies:20,1,0.9806195355948208,0.8514577710948754
start:2 startEnnemies:1endEnnemies:27,1,1.9849762846981531,0.8600583546412883
start:2 startEnnemies:1endEnnemies:26,1,0.251597412030932,0.8600583546412883
start:2 startEnnemies:1endEnnemies:25,1,0.10772681069900014,0.9320653479069899
start:2 startEnnemies:1endEnnemies:24,1,-3.0466905154964294,0.9043820750088043
start:13 startEnnemies:63endEnnemies:103,5,-1.0,1.0
start:2 startEnnemies:1endEnnemies:29,1,2.980199,0.96059601
start:2 startEnnemies:1endEnnemies:28,1,-0.8756600805175506,0.9043820750088043
start:36 startEnnemies:78endEnnemies:8,15,-1.0,1.0
start:28 startEnnemies:11endEnnemies:49,15,1.0,1.0
start:15 startEnnemies:2endEnnemies:138,11,-1.0,1.0
start:82 startEnnemies:0endEnnemies:2,37,-1.0,1.0
start:82 startEnnemies:0endEnnemies:2,40,0.0,0.99
start:82 startEnnemies:0endEnnemies:2,1,-1.0,1.0
start:82 startEnnemies:0endEnnemies:2,41,2.99,0.9801
start:82 startEnnemies:0endEnnemies:3,48,0.0,0.99
start:82 startEnnemies:0endEnnemies:3,46,2.0099,0.9702989999999999
start:467 startEnnemies:1endEnnemies:1,88,1.0,1.0
start:82 startEnnemies:0endEnnemies:1,38,0.029900000000000038,0.9702989999999999
start:82 startEnnemies:0endEnnemies:1,78,-1.0,1.0
start:82 startEnnemies:0endEnnemies:1,44,-1.0,1.0
start:82 startEnnemies:0endEnnemies:1,23,1.0,1.0
start:82 startEnnemies:0endEnnemies:6,13,-1.0,1.0
start:82 startEnnemies:0endEnnemies:6,6,0.0,0.99
start:82 startEnnemies:0endEnnemies:7,23,-1.0,1.0
start:82 startEnnemies:0endEnnemies:7,21,1.0,1.0
start:82 startEnnemies:0endEnnemies:7,58,-1.0,1.0
start:82 startEnnemies:0endEnnemies:4,21,-0.99,0.9801
start:82 startEnnemies:0endEnnemies:4,6,-1.0,1.0
start:82 startEnnemies:0endEnnemies:4,33,1.0,1.0
start:82 startEnnemies:0endEnnemies:5,9,2.0,0.99
start:82 startEnnemies:0endEnnemies:5,69,-1.0,1.0
start:2 startEnnemies:1endEnnemies:125,1,1.0,1.0
start:64 startEnnemies:18endEnnemies:19,43,-1.0,1.0
start:35 startEnnemies:0endEnnemies:18,19,1.0,1.0
start:45 startEnnemies:5endEnnemies:1,4,1.0,1.0
start:4 startEnnemies:2endEnnemies:122,3,-1.0,1.0
start:35 startEnnemies:0endEnnemies:19,8,-1.0,1.0
start:35 startEnnemies:0endEnnemies:19,24,-1.0,1.0
start:35 startEnnemies:0endEnnemies:19,9,-1.0,1.0
start:35 startEnnemies:0endEnnemies:19,31,-1.0,1.0
start:35 startEnnemies:0endEnnemies:19,7,-1.0,1.0
start:2 startEnnemies:79endEnnemies:91,1,-1.0,1.0
