Brazil;Greenland;Eastern United States;Central America;Quebec;Alberta;Northwest Territory;,Brazil&1;Greenland&1;Eastern United States&9;Central America&1;Quebec&11;Alberta&16;Northwest Territory&1;,-1.0,1.0
Brazil;Ontario;Alaska;Quebec;Western United States;Argentina;Venezuela;,Brazil&1;Ontario&1;Alaska&3;Quebec&1;Western United States&1;Argentina&29;Venezuela&4;,1.0,1.0
Brazil;Ontario;Western United States;Alberta;,Brazil&1;Ontario&1;Western United States&1;Alberta&0;,1.0,1.0
Ontario;Central America;Alaska;Eastern United States;Greenland;Quebec;Western United States;Alberta;,Ontario&1;Central America&1;Alaska&1;Eastern United States&0;Greenland&0;Quebec&0;Western United States&0;Alberta&0;,-2.0,0.99
Ontario;Western United States;Central America;Eastern United States;Greenland;Quebec;Venezuela;,Ontario&1;Western United States&1;Central America&1;Eastern United States&0;Greenland&0;Quebec&0;Venezuela&0;,0.0,0.99
Ontario;Central America;Alaska;Eastern United States;Quebec;Peru;Alberta;,Ontario&4;Central America&5;Alaska&1;Eastern United States&27;Quebec&1;Peru&1;Alberta&1;,-0.99,0.9801
Brazil;Central America;Alaska;Quebec;Western United States;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Central America&1;Alaska&1;Quebec&0;Western United States&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,-3.9701000000000004,0.9702989999999999
Brazil;Ontario;Peru;Central America;Alaska;Quebec;Western United States;,Brazil&3;Ontario&1;Peru&11;Central America&3;Alaska&1;Quebec&20;Western United States&1;,0.0,0.99
Ontario;Western United States;Central America;Eastern United States;Peru;Alberta;Venezuela;,Ontario&1;Western United States&3;Central America&30;Eastern United States&3;Peru&1;Alberta&1;Venezuela&1;,1.088214940100001,0.9414801494009999
Greenland;Ontario;Quebec;Argentina;,Greenland&1;Ontario&1;Quebec&1;Argentina&0;,-1.0,1.0
Brazil;Peru;Eastern United States;Central America;Western United States;Alberta;Argentina;Venezuela;,Brazil&1;Peru&1;Eastern United States&1;Central America&1;Western United States&1;Alberta&0;Argentina&0;Venezuela&0;,3.9209950099999995,0.9509900498999999
Ontario;Eastern United States;Alaska;Greenland;Quebec;Argentina;Northwest Territory;,Ontario&1;Eastern United States&1;Alaska&1;Greenland&0;Quebec&0;Argentina&0;Northwest Territory&0;,-0.99,0.9801
Brazil;Peru;Central America;Quebec;Western United States;Argentina;Venezuela;Northwest Territory;,Brazil&1;Peru&1;Central America&1;Quebec&1;Western United States&1;Argentina&0;Venezuela&0;Northwest Territory&0;,3.9407950099999995,0.9509900498999999
Western United States;Central America;Alaska;Quebec;Peru;Alberta;Northwest Territory;,Western United States&1;Central America&1;Alaska&1;Quebec&1;Peru&18;Alberta&1;Northwest Territory&17;,-1.0,1.0
Brazil;Eastern United States;Alaska;Quebec;Alberta;Argentina;Northwest Territory;,Brazil&14;Eastern United States&13;Alaska&4;Quebec&4;Alberta&1;Argentina&2;Northwest Territory&2;,-1.0,1.0
Brazil;Central America;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Central America&1;Alberta&1;Argentina&0;Venezuela&0;Northwest Territory&0;,2.0,0.99
Eastern United States;Alaska;Central America;Western United States;Alberta;Northwest Territory;,Eastern United States&1;Alaska&1;Central America&1;Western United States&0;Alberta&0;Northwest Territory&0;,-0.99,0.9801
Brazil;Ontario;Western United States;Eastern United States;Peru;Argentina;Venezuela;,Brazil&1;Ontario&1;Western United States&1;Eastern United States&1;Peru&1;Argentina&0;Venezuela&0;,1.9603970099999999,0.9509900498999999
Brazil;Ontario;Alaska;Eastern United States;Greenland;Quebec;Peru;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Alaska&1;Eastern United States&1;Greenland&1;Quebec&0;Peru&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Ontario;Central America;Alaska;Greenland;Quebec;Peru;Alberta;,Ontario&1;Central America&1;Alaska&1;Greenland&16;Quebec&4;Peru&16;Alberta&1;,1.0,1.0
Brazil;Greenland;Ontario;Western United States;Alberta;,Brazil&1;Greenland&1;Ontario&1;Western United States&0;Alberta&0;,-1.0,1.0
Greenland;Central America;Quebec;Peru;Alberta;Argentina;Venezuela;,Greenland&12;Central America&9;Quebec&1;Peru&2;Alberta&1;Argentina&14;Venezuela&1;,-1.0,1.0
